term	daf_count	tractate_count	tractates	sample_dafs
Kedai Lefarsama (publicity for exemption)	1	1	Bekhorot	Bekhorot 22
Kedarkah (Vaginal Intercourse)	1	1	Ketubot	Ketubot 46
kedashim kodashim vs kedashim kalim	1	1	Hullin	Hullin 68
Kedashim, Kedeshah (prostitute/consecrated woman)	1	1	Yevamot	Yevamot 37
kedei achilat pras	1	1	Ketubot	Ketubot 64
Kedei achilat pras (time to eat half a loaf)	1	1	Ketubot	Ketubot 64b
kedei l'onvan (enough to make a loop)	1	1	Menachot	Menachot 38
Kedei Le-Echol Bo (condiment standard)	1	1	Eruvin	Eruvin 30
Kedei Le-Echol Heimenu (eating straight standard)	1	1	Eruvin	Eruvin 30
Kedei Le-Onvam (Sufficient for a Knot) — Minimum Remnant Size	1	1	Menachot	Menachot 39
Kedei Rishato (According to His Wickedness)	1	1	Ketubot	Ketubot 32
kedei shelo tishtakach (lest forgotten)	1	1	Eruvin	Eruvin 70
Kedei Shetom Veyistom (Time to Pierce and Seal Hole)	1	1	Avodah Zarah	Avodah Zarah 69
Kedei Sheyiftach Veyigov Vetigov (Time to Remove and Replace Cover)	1	1	Avodah Zarah	Avodah Zarah 69
Kedem (east), Achor (west), Yamin (south), Smol (north)	1	1	Bava Batra	Bava Batra 25
kedil gedil	1	1	Menachot	Menachot 41
Kediyusa (Black)	1	1	Hullin	Hullin 47
Kedmin (pre-existing/prior)	1	1	Nedarim	Nedarim 67
kedom hamakah (blood of the wound)	1	1	Niddah	Niddah 20
kedom shechitah (blood of slaughter)	1	1	Niddah	Niddah 20
kedoshah (sanctification)	1	1	Bava Kamma	Bava Kamma 78
Kedoshah (Sanctity)	1	1	Bava Kamma	Bava Kamma 13
Kedoshem Kalim / Kodshei Kodshim	1	1	Meilah	Meilah 12
Kedoshim (Holiness)	1	1	Niddah	Niddah 17
Kedoshim (sanctified items—broad inclusion via 'asher hem makdishim li')	1	1	Zevachim	Zevachim 44
Keduchim and Atulin (wine regions)	1	1	Menachot	Menachot 86
Kedusha	1	1	Kiddushin	Kiddushin 28
Kedusha & Kaddish (Sanctification and Prayers)	1	1	Sotah	Sotah 49
Kedusha (Holiness level)	1	1	Shabbat	Shabbat 113b
Kedusha (holiness) levels and moridin	1	1	Menachot	Menachot 32
Kedusha (Holiness) of Eretz Yisrael	1	1	Yevamot	Yevamot 82
Kedusha (Holiness/Purity Concern)	1	1	Gittin	Gittin 81
Kedusha (Holiness/Sacred Status)	1	1	Meilah	Meilah 16b
Kedusha (Holiness/Sanctification)	1	1	Niddah	Niddah 70
Kedusha (sacred status)	1	1	Shabbat	Shabbat 117
Kedusha (sanctification of God's name)	1	1	Berakhot	Berakhot 21
Kedusha (sanctification of offspring)	1	1	Niddah	Niddah 41
Kedusha (Sanctification)	1	1	Nedarim	Nedarim 37
kedusha (sanctity of animal)	1	1	Menachot	Menachot 109
kedusha (sanctity of offering)	1	1	Zevachim	Zevachim 104
Kedusha (sanctity of the land)	1	1	Chagigah	Chagigah 4
Kedusha (Sanctity) - Types and Transfer	1	1	Temurah	Temurah 13
Kedusha (Sanctity) and Transfer	1	1	Nazir	Nazir 26b
Kedusha (sanctity) of fruit	1	1	Rosh Hashanah	Rosh Hashanah 12
Kedusha (Sanctity) of Jerusalem vs. the Temple	1	1	Pesachim	Pesachim 86
Kedusha (Sanctity) of Korban	1	1	Temurah	Temurah 24
Kedusha (Sanctity): Lo Kedoshim, Lo Makdishim	1	1	Bekhorot	Bekhorot 42
Kedusha (sanctity/consecration status)	1	1	Temurah	Temurah 27
Kedusha (Sanctity/Consecration)	1	1	Temurah	Temurah 26
Kedusha (sanctity/holiness)	1	1	Hullin	Hullin 134
Kedusha (sanctity; transfer to money)	1	1	Zevachim	Zevachim 71
Kedusha / Holiness	1	1	Shekalim	Shekalim 9
Kedusha / Kedushah	1	1	Meilah	Meilah 11
Kedusha / Kedushat Korban	1	1	Nedarim	Nedarim 12
Kedusha / Mekadesh Atzmo	1	1	Shevuot	Shevuot 18
kedusha / sanctity levels	1	1	Zevachim	Zevachim 75
Kedusha Achat (One Kedusha)	1	1	Beitzah	Beitzah 5
Kedusha Atzma (Intrinsic Holiness)	1	1	Menachot	Menachot 36
Kedusha Ba'at Me-eilya vs. Al Yedei Adam	1	1	Nedarim	Nedarim 19
Kedusha Beit Knesset	1	1	Megillah	Megillah 26
Kedusha Dchuya (derailed/pushed-away sanctity)	1	1	Bekhorot	Bekhorot 15
Kedusha dechuya (stigmatized sanctity)	1	1	Pesachim	Pesachim 97
Kedusha haguf (sanctification of the body of the offering)	1	1	Menachot	Menachot 95
Kedusha L'Shata V'Lo Kedusha L'Atid Lavo (Sanctity Only for Its Time, Not Future)	1	1	Shevuot	Shevuot 16
Kedusha M'Rechem (Inherent Sanctity from Birth)	1	1	Zevachim	Zevachim 89
Kedusha of makom hamikdash	1	1	Zevachim	Zevachim 60
Kedusha of mincha (sanctification stages)	1	1	Menachot	Menachot 63
kedusha rishona (first sanctification of Eretz Yisrael)	1	1	Bava Batra	Bava Batra 56
Kedusha Rishona (First Sanctity)	1	1	Shevuot	Shevuot 16
Kedusha Rishona vs. Kedusha Shniya (first vs. second sanctity)	1	1	Arakhin	Arakhin 32
Kedusha Shel Damim (Sanctity of Ownership/Monetary Rights)	1	1	Ketubot	Ketubot 59
Kedusha Shel Guf (Sanctity of the Object's Identity)	1	1	Ketubot	Ketubot 59
kedusha shniya (second sanctification by Ezra)	1	1	Bava Batra	Bava Batra 56
Kedusha Shniya (Second Sanctification)	1	1	Arakhin	Arakhin 33
Kedusha Strength and Redemption	1	1	Bekhorot	Bekhorot 32
Kedusha Without Redemption	1	1	Bekhorot	Bekhorot 28
kedusha yisrael (holiness of Israel)	1	1	Gittin	Gittin 44
Kedusha/Kedushah	1	1	Sukkah	Sukkah 39
Kedusha/Kedushas Haguf/Kedushas Damim	1	1	Meilah	Meilah 21
Kedusha/Kedushat Korban (sanctity of sacrifice)	1	1	Temurah	Temurah 9
Kedusha/Kodesh (sanctity)	1	1	Menachot	Menachot 8
Kedushah (holiness)	1	1	Gittin	Gittin 39
Kedushah (holiness); separation vs. engagement	1	1	Nazir	Nazir 2
Kedushah (Sanctification Status)	1	1	Bekhorot	Bekhorot 16
Kedushah (sanctification/holiness)	1	1	Megillah	Megillah 17b
Kedushah (Sanctity Prayer)	1	1	Rosh Hashanah	Rosh Hashanah 32
Kedushah (Sanctity) and Transfer	1	1	Nazir	Nazir 26
Kedushah (sanctity, elevated status)	1	1	Nazir	Nazir 48
Kedushah (קדושה)	1	1	Meilah	Meilah 20
Kedushah - Higher vs. Lower	1	1	Menachot	Menachot 34
Kedushah HaYom (Sanctity of the Day)	1	1	Rosh Hashanah	Rosh Hashanah 32
Kedushah leheicha halachah (where does sanctity go)	1	1	Shevuot	Shevuot 10
Kedushah Rishonah (Original/First Sanctity)	1	1	Makkot	Makkot 19
Kedushah Rishonah vs. Kedushah Shniyah	1	1	Ketubot	Ketubot 25
Kedushas Aharon (sanctity of Aharon/kohanim)	1	1	Sotah	Sotah 39
Kedushas Bechor (Sanctity of Firstborn)	1	1	Bekhorot	Bekhorot 56
Kedushas Damim (money sanctity)	1	1	Bekhorot	Bekhorot 15
Kedushas damim (sanctity of monetary equivalent)	1	1	Temurah	Temurah 27
Kedushas Haguf (Body Sanctity)	1	1	Menachot	Menachot 47
kedushas haguf vs. kedushas damim	1	1	Meilah	Meilah 8
Kedushas Mizbeach (altar sanctity)	1	1	Bekhorot	Bekhorot 15
Kedushat Arez Yisrael (Sanctity of the Land)	1	1	Arakhin	Arakhin 33
Kedushat Asham (Sanctity of Guilt Offering)	1	1	Keritot	Keritot 26b
Kedushat Azara (Sanctity of Courtyard)	1	1	Shevuot	Shevuot 15
Kedushat Azarah	1	1	Zevachim	Zevachim 56
Kedushat bechor/Kedusha	1	1	Bava Metzia	Bava Metzia 7
Kedushat Bedek Habayis (Sanctity for Temple Maintenance)	1	1	Bava Batra	Bava Batra 79
Kedushat Bedek HaBayit	1	1	Shekalim	Shekalim 13
Kedushat bedek habayit (temple treasury sanctity)	1	1	Arakhin	Arakhin 5
Kedushat Bizyan (proprietary holiness)	1	1	Meilah	Meilah 19
Kedushat Damim (monetary sanctity)	1	1	Temurah	Temurah 17
Kedushat Damim (Monetary/Value Sanctity)	1	1	Temurah	Temurah 26
Kedushat Damim (Sanctity of Blood/Ownership Only)	1	1	Menachot	Menachot 46
Kedushat Damim (sanctity of proceeds)	1	1	Shekalim	Shekalim 13
kedushat damim (sanctity of value)	1	1	Bekhorot	Bekhorot 14
Kedushat Damim (sanctity of value)	1	1	Shevuot	Shevuot 10
Kedushat Damim (Sanctity of Value/Proceeds)	1	1	Bava Batra	Bava Batra 79
Kedushat Damim (sanctity of value/proceeds)	1	1	Nedarim	Nedarim 29
Kedushat damim (value sanctity)	1	1	Arakhin	Arakhin 5
Kedushat Damim (value sanctity)	1	1	Menachot	Menachot 100
Kedushat Damim (Value Sanctity)	1	1	Temurah	Temurah 10
Kedushat Eretz Yisrael (Holiness of Israel)	1	1	Avodah Zarah	Avodah Zarah 21
Kedushat Eretz Yisrael (Holiness of Land)	1	1	Gittin	Gittin 7
Kedushat Eretz Yisrael (Holiness of the Land of Israel)	1	1	Gittin	Gittin 47
Kedushat Guf (Sanctity of the Body)	1	1	Temurah	Temurah 19
Kedushat gufah (physical sanctity vs monetary sanctity)	1	1	Temurah	Temurah 27
Kedushat HaGuf	1	1	Bekhorot	Bekhorot 27
Kedushat Haguf (Animal Sanctity)	1	1	Temurah	Temurah 10
Kedushat HaGuf (Intrinsic Holiness of Object)	1	1	Kiddushin	Kiddushin 55
Kedushat Haguf (intrinsic holiness)	1	1	Meilah	Meilah 19
Kedushat HaGuf (Intrinsic Sanctity of Body)	1	1	Meilah	Meilah 3
Kedushat Haguf (Intrinsic sanctity of offerings)	1	1	Sukkah	Sukkah 50
Kedushat Haguf (intrinsic sanctity of the object itself)	1	1	Menachot	Menachot 90
kedushat haguF (intrinsic sanctity)	1	1	Menachot	Menachot 9
Kedushat HaGuf (Intrinsic Sanctity)	1	1	Shevuot	Shevuot 11
kedushat haguf (intrinsic sanctity)	1	1	Sotah	Sotah 23
Kedushat Haguf (personal sanctity)	1	1	Yevamot	Yevamot 67
Kedushat Haguf (Sanctification of Body/Status)	1	1	Nedarim	Nedarim 85
Kedushat Haguf (sanctity of essence/identity)	1	1	Nedarim	Nedarim 29
kedushat haguf (sanctity of the body)	1	1	Temurah	Temurah 33
Kedushat Haguf (Sanctity of the Body/Item Itself)	1	1	Menachot	Menachot 46
Kedushat HaGuf (Sanctity of the Object Itself)	1	1	Bava Batra	Bava Batra 79
Kedushat haguf (Sanctity of the Object Itself) vs Kedushat bedek habayit (Temple Treasury)	1	1	Arakhin	Arakhin 20
Kedushat Haguf (קדושת הגוף - Sanctity of the Body)	1	1	Meilah	Meilah 9
Kedushat Haguf vs. Kedushat Damim (Form vs. Value Sanctity)	1	1	Meilah	Meilah 14
Kedushat haguFf (sanctity of the thing itself)	1	1	Arakhin	Arakhin 5
kedushat haguuf vs. kedushat damim (intrinsic vs. monetary sanctity)	1	1	Nazir	Nazir 28
Kedushat Har HaBayit (sanctity of Temple Mount)	1	1	Tamid	Tamid 26
Kedushat Hashem (Sanctity of God's Name)	1	1	Shabbat	Shabbat 61
Kedushat Kehuna (Sanctity of Priesthood)	1	1	Kiddushin	Kiddushin 70
Kedushat kehunah (priestly sanctity/status)	1	1	Bekhorot	Bekhorot 47b
Kedushat kli (sanctification through vessel)	1	1	Menachot	Menachot 63
Kedushat Korban (sacred status of offering)	1	1	Pesachim	Pesachim 89
Kedushat Korban (sanctity of a sacrifice)	1	1	Avodah Zarah	Avodah Zarah 13
kedushat korban (sanctity of sacrifice)	1	1	Bekhorot	Bekhorot 14
Kedushat Levi (sanctity of a Levi)	1	1	Bekhorot	Bekhorot 4
Kedushat Mikdash (sanctity of Temple proper)	1	1	Tamid	Tamid 26
Kedushat Mizbe'ach	1	1	Shekalim	Shekalim 13
Kedushat Mizbe'ach (Sanctity for Altar Use)	1	1	Bava Batra	Bava Batra 79
Kedushat mizbe'ach (sanctity for the altar)	1	1	Temurah	Temurah 7
Kedushat Mizbe'ach vs. Kedushat Bedek HaBayis	1	1	Hullin	Hullin 82
Kedushat mizbeach (altar sanctity)	1	1	Arakhin	Arakhin 5
Kedushat Nazir (Holiness of Nazirite)	1	1	Nazir	Nazir 9
Kedushat Olam (Eternal Sanctity)	1	1	Shevuot	Shevuot 16
Kedushat Peh (Sanctification by Verbal Declaration)	1	1	Bava Batra	Bava Batra 79
Kedushat Peh (Verbal Sanctification)	1	1	Meilah	Meilah 14
Kedushat Peh vs. Kedushat Ha-Guf (Verbal vs. Intrinsic Sanctity)	1	1	Sotah	Sotah 14
Kedushat Shemittah (Sabbatical Status)	1	1	Bava Kamma	Bava Kamma 101
kedushat shvi'is (sanctity of Shemitah year)	1	1	Bava Kamma	Bava Kamma 102
Kedushat Shvi'it (Holiness of Seventh-Year Fruits)	1	1	Nedarim	Nedarim 53
Kedushat Shvi'it (Sanctity of Shemitah)	1	1	Rosh Hashanah	Rosh Hashanah 15
Kedushat Yerushalayim (Sanctity of Jerusalem)	1	1	Shevuot	Shevuot 15
Kedushá (Sanctification)	1	1	Menachot	Menachot 7
Keerkecha Yakum (כְּעֵרְכְךָ יָקוּם) - textual source for timing	1	1	Arakhin	Arakhin 18
Kefal (double payment)	1	1	Bava Metzia	Bava Metzia 35
Kefel (Double Payment for Theft)	1	1	Bava Kamma	Bava Kamma 62
Kefel (double payment penalty)	1	1	Bava Kamma	Bava Kamma 76
Kefel (Double Payment Penalty)	1	1	Bava Metzia	Bava Metzia 94
kefel (double payment)	1	1	Bava Kamma	Bava Kamma 78
Kefel (double payment) for gneiva	1	1	Bava Kamma	Bava Kamma 106
kefel (double payment/fine)	1	1	Bava Kamma	Bava Kamma 57
Kefel (Double Payment/Penalty in Theft)	1	1	Ketubot	Ketubot 79
Kefel (double payment/penalty)	1	1	Bava Metzia	Bava Metzia 33
Kefel (double restitution)	1	1	Bava Kamma	Bava Kamma 79
Kefi Shaniv (According to His Years)	1	1	Kiddushin	Kiddushin 20
Kefifah Mitzrit (Egyptian Basket)	1	1	Sotah	Sotah 14
Kefira (Denial of Testimony)	1	1	Shevuot	Shevuot 33
Kefitzat HaDerech (folding of the way)	1	1	Hullin	Hullin 91
Kefiyah (force/coercion)	1	1	Ketubot	Ketubot 70
Kefiyat HaMitah (Overturning the Bed)	1	1	Moed Katan	Moed Katan 20
Kehal Hashem vs. Kehal Gerim (naturally born Jews vs. converts' descendants)	1	1	Yevamot	Yevamot 57
Kehilkach/Kezayit (minimum measure requiring transgression)	1	1	Hullin	Hullin 103
kehuna (priesthood)	1	1	Menachot	Menachot 109
Kehuna (priesthood)	1	1	Menachot	Menachot 18
Kehuna (Priesthood) as Indicating Right Hand	1	1	Zevachim	Zevachim 24
kehuna (priestly service requirement)	1	1	Menachot	Menachot 10
Kehuna Status (Priest's Wife Restrictions)	1	1	Gittin	Gittin 88b
Kehunah	1	1	Sotah	Sotah 29
Kehunah (priesthood restrictions)	1	1	Gittin	Gittin 82
Kehunah (Priesthood/Priestly Requirements)	1	1	Zevachim	Zevachim 26
Kehunah (Priestly Status)	1	1	Sanhedrin	Sanhedrin 51
Kehunah / kohen marriage restrictions	1	1	Ketubot	Ketubot 14
Kehunah Not Limited to Aharon's Descendants	1	1	Zevachim	Zevachim 102
Kehunim (priests)	1	1	Meilah	Meilah 6
Keifel (double payment)	1	1	Bava Metzia	Bava Metzia 34
Keilah	1	1	Eruvin	Eruvin 45
Keilim	1	1	Shevuot	Shevuot 41
Keilim (Movable Property/Vessels)	1	1	Bava Metzia	Bava Metzia 5
Keilim (Vessels - Talmudic tractate)	1	1	Arakhin	Arakhin 32
Keilim (vessels) and tumah (impurity)	1	1	Bava Metzia	Bava Metzia 52
keilim (vessels/property—liability distinction)	1	1	Bava Kamma	Bava Kamma 10
Keilim ha'nogim b'meis (vessels touching a corpse)	1	1	Nazir	Nazir 54b
keilim hanogaim b'meis	1	1	Nazir	Nazir 54
Keilim shonim (different vessels)	1	1	Megillah	Megillah 12
Keilim Shonim (Vessels of Different Sorts)	1	1	Megillah	Megillah 11
Keilim V'Karkaot (Vessels and Land)	1	1	Shevuot	Shevuot 40
Keilo shel lokei'ach birshut mocher (Vessels of Buyer in Seller's Domain)	1	1	Bava Batra	Bava Batra 86
Keini, Kenizi, ve-Kadmoni (three nations promised to Abraham but excluded)	1	1	Bava Batra	Bava Batra 56
Keitz HaMizbeach (offerings when altar idle)	1	1	Shekalim	Shekalim 19
Keitzad Marimin (How Do You Scheme?)	1	1	Temurah	Temurah 24
Keivah (Fourth Stomach)	1	1	Hullin	Hullin 50
keivan de'hutra hutra	1	1	Eruvin	Eruvin 95
Keivan De'it Leh Peirot	1	1	Bava Batra	Bava Batra 49
keiveret lowered into oven	1	1	Zevachim	Zevachim 3
Kela trap restriction	1	1	Bava Kamma	Bava Kamma 81
Kelach (Bundle/Stalk)	1	1	Bava Kamma	Bava Kamma 58
Kelachta Belo Taama (Halacha without Clear Mechanism)	1	1	Gittin	Gittin 14
Kelal u'Prat u'Kelal (exegetical rule: general-particular-general)	1	1	Bava Kamma	Bava Kamma 118
Kelal-Prat-Kelal (General-Particular-General Hermeneutic)	1	1	Shevuot	Shevuot 43
Kelalah (Cursing)	1	1	Sanhedrin	Sanhedrin 85
Kelalat Chaacham (Curse by Wise Person)	1	1	Makkot	Makkot 10b
Kelalot Mishneh Torah interruptable	1	1	Megillah	Megillah 30
Kelalot Vayikra uninterruptable	1	1	Megillah	Megillah 30
Kelay shel lokeach birshut mocher (buyer's vessel in seller's domain)	1	1	Gittin	Gittin 78
Kelayim (Crossbreeding, mixture of fibers)	1	1	Keritot	Keritot 21
Kelayim (forbidden mixture of wool and linen)	1	1	Shabbat	Shabbat 21
Kelei Midian	1	1	Nazir	Nazir 36
Kelev (Dog)	1	1	Bava Kamma	Bava Kamma 22
Kelev (dog) raising and restrictions	1	1	Bava Kamma	Bava Kamma 83
Keli Sharet (Service Vessels)	1	1	Zevachim	Zevachim 87
Kelil Techeiles (all blue, first-use dye)	1	1	Menachot	Menachot 42
Kelim	1	1	Shabbat	Shabbat 126
Kelim (Temple Vessels)	1	1	Arakhin	Arakhin 11
Kelim (Utensils/Objects): Exempted from Bor Liability	1	1	Bava Kamma	Bava Kamma 48
Kelim (Vessels)	1	1	Pesachim	Pesachim 18
Kelim (Vessels/Containers)	1	1	Bava Batra	Bava Batra 86
Kelim (vessels/making vessels)	1	1	Shabbat	Shabbat 48
Kelim (Vessels/Objects)	1	1	Bava Kamma	Bava Kamma 53
Kelim b'Kelim (vessels in vessels)	1	1	Chagigah	Chagigah 21
Kelim Hanigmarim Betahara (Vessels Completed in Purity)	1	1	Chagigah	Chagigah 23
kelim/kli (vessel, object)	1	1	Eruvin	Eruvin 91
kemach / se'orim / chametz (flour types)	1	1	Menachot	Menachot 103
Kematzlif (Lashing Motion)	1	1	Yoma	Yoma 55
Kemidbar (Like Ownerless Desert)	1	1	Bava Batra	Bava Batra 54
Kemigdalin (like towers)	1	1	Bava Metzia	Bava Metzia 25
Keminhag Hamedina (Community Standard Practice)	1	1	Bava Batra	Bava Batra 2
Kemishpat (according to the ordinance)	1	1	Zevachim	Zevachim 90
Kemishpat / Kemishpatam (according to law/ordinance)	1	1	Menachot	Menachot 45
kemitza (handful of fine flour)	1	1	Menachot	Menachot 10
kemitza (handful of meal offering)	1	1	Zevachim	Zevachim 11
Kemitza (Handful of Offering)	1	1	Menachot	Menachot 75
kemitza (handful taken from mincha)	1	1	Menachot	Menachot 9
Kemitza (Taking a Handful from Mincha)	1	1	Zevachim	Zevachim 25
Kemitza (taking a handful; essential Mincha action)	1	1	Menachot	Menachot 20
Kemitza (Taking of Mincha with Handful)	1	1	Zevachim	Zevachim 24
Kemitza (The Act of Taking a Handful)	1	1	Menachot	Menachot 11
Kemitza / Kometz (Handful—Priestly Portion Burned on Altar)	1	1	Menachot	Menachot 60
Kemitza Chasirah / Kemitza Chaserah (Deficient Handful)	1	1	Menachot	Menachot 60
Kemitzah (handful offering)	1	1	Menachot	Menachot 59b
Kemitzah (taking a handful for offering)	1	1	Menachot	Menachot 73
Kemitzah (taking a handful from mincha)	1	1	Yoma	Yoma 48
Kemitzah (taking a handful)	1	1	Menachot	Menachot 54
kemitzah / kometz (taking a handful / handful)	1	1	Menachot	Menachot 2
kemitzvato	1	1	Zevachim	Zevachim 29
kemotzi shevu'a mipiv dami (like uttering an oath from one's mouth)	1	1	Shevuot	Shevuot 20
Ken Yaase (do as I have said)	1	1	Zevachim	Zevachim 40
Kena'ani (Trader/Canaanite)	1	1	Pesachim	Pesachim 50
Kena'anit (Canaanite Woman)	1	1	Kiddushin	Kiddushin 67
Kenas (Fine/deterrent imposed by Rabbis)	1	1	Avodah Zarah	Avodah Zarah 62
Kenas (Fine/Punishment)	1	1	Bava Metzia	Bava Metzia 3
Kenas (Punitive Fine)	1	1	Makkot	Makkot 3
Kenas - fine/penalty	1	1	Bava Kamma	Bava Kamma 104
Kenegdo Hu Koneh vs. Keneged Kulo Hu Koneh (Proportional vs. Full Acquisition)	1	1	Bava Metzia	Bava Metzia 48
Keneged Avot	1	1	Sotah	Sotah 33
Keneged Hayom (Opposite the Sun - Positioning)	1	1	Yoma	Yoma 62
Keneged Korbanot	1	1	Sotah	Sotah 33
kensu rabbanan (rabbis punished)	1	1	Yevamot	Yevamot 89
Kepidyon (Deposit/Bailment)	1	1	Bava Metzia	Bava Metzia 70
Keplal (Double Payment)	1	1	Bava Kamma	Bava Kamma 69
kepol (minimum of bean)	1	1	Hullin	Hullin 119
Kerach (Biblical Reference; Context)	1	1	Sanhedrin	Sanhedrin 48
Kerach (Walled City)	1	1	Megillah	Megillah 4
Kerach Rubbah (Majority Wrapped) — Still Valid Even if Mostly Knotted	1	1	Menachot	Menachot 39
Keramim ha'avudim (worked vineyards)	1	1	Menachot	Menachot 86
kerashim/beams (beams of Mishkan)	1	1	Shabbat	Shabbat 98
Keravim (offal/organs)	1	1	Nedarim	Nedarim 54
Kereis (Excision Punishment)	1	1	Gittin	Gittin 55
Kerem (Intentional Damage)	1	1	Ketubot	Ketubot 41
Kerem (Vineyard) and Kilayim (Mixed Species)	1	1	Eruvin	Eruvin 93
Kerem B'Yavne (Post-Destruction Rabbinic Academy)	1	1	Shabbat	Shabbat 138
Kerem B'Yavne (vineyard of Yavne)	1	1	Yevamot	Yevamot 42
Kerem b'Yavne Assembly	1	1	Shabbat	Shabbat 33
Kerem b'Yavneh	1	1	Yevamot	Yevamot 42b
Kerem Reva'i (Fourth-Year Vineyard Fruit)	1	1	Rosh Hashanah	Rosh Hashanah 32
Kerem Revai (Fourth Year Vineyard)	1	1	Bava Kamma	Bava Kamma 69
Kerem Revai (Fourth-Year Vine)	1	1	Berakhot	Berakhot 35
Kerem Revai (fourth-year vineyard fruit)	1	1	Kiddushin	Kiddushin 54
Kerem Revai (Fourth-Year Vineyard)	1	1	Beitzah	Beitzah 5
Kerem shel shnei shutfin (joint ownership vineyard)	1	1	Sotah	Sotah 43
Keren (Base Payment/Principal)	1	1	Bava Kamma	Bava Kamma 63
keren (corner of altar)	1	1	Zevachim	Zevachim 39
Keren (corner/horn) - definition and placement	1	1	Zevachim	Zevachim 53
Keren (Direct Damage Liability)	1	1	Bava Kamma	Bava Kamma 53
Keren (goring by animals)	1	1	Bava Kamma	Bava Kamma 26
keren (goring)	1	1	Bava Kamma	Bava Kamma 18
Keren (goring/deliberate damage)	1	1	Bava Kamma	Bava Kamma 20
Keren (Goring/Direct Negligent Damage)	1	1	Bava Kamma	Bava Kamma 19
Keren (horn damage), Shein (tooth damage), Regel (foot damage), Negichah (goring)	1	1	Bava Kamma	Bava Kamma 24
Keren (horn goring)	1	1	Bava Kamma	Bava Kamma 4
Keren (horn of altar)	1	1	Zevachim	Zevachim 62
Keren (Horn/Goring)	1	1	Bava Kamma	Bava Kamma 55
Keren (Horn—Animal Goring Damage)	1	1	Bava Kamma	Bava Kamma 47
Keren (principal of stolen object)	1	1	Bava Kamma	Bava Kamma 103
Keren (Principal Payment)	1	1	Bava Metzia	Bava Metzia 94
Keren (Principal)	1	1	Bava Kamma	Bava Kamma 67
Keren (principal)	1	1	Bava Kamma	Bava Kamma 79
Keren (Principal/Basic Obligation)	1	1	Bava Kamma	Bava Kamma 75
Keren (principal; original amount stolen)	1	1	Bava Kamma	Bava Kamma 64
Keren HaMizbeach (Horn of Altar)	1	1	Sukkah	Sukkah 49
Keren Orah on quality of dye and testing	1	1	Menachot	Menachot 42
Keren Ve-Chomesh Ve-Asham	1	1	Bava Kamma	Bava Kamma 109
Keren vs. Half-Damages (Tam vs. Muad)	1	1	Bava Kamma	Bava Kamma 14
Keren vs. Shen V'Regel (Half vs. Full Damages Categories)	1	1	Bava Kamma	Bava Kamma 25
Keren Zavit (corner niche)	1	1	Shabbat	Shabbat 7
keren zavit (designated space)	1	1	Beitzah	Beitzah 40
Keren, Kevesh, Yesod, Ribu'a (Horns, Ramp, Base, Square)	1	1	Zevachim	Zevachim 108
Keres (Stomach) / Rumen	1	1	Hullin	Hullin 44
Keres / Kersa (Rumen Stomach)	1	1	Hullin	Hullin 52
Keresh (one-horned deer)	1	1	Hullin	Hullin 60
Keress (Stomach) – Inner and Outer	1	1	Hullin	Hullin 50
Kereti and Peleti	1	1	Sanhedrin	Sanhedrin 16
Keri (seminal emission)	1	1	Niddah	Niddah 14
Keri (Seminal Emission) Tamei Status	1	1	Bava Kamma	Bava Kamma 25
Keri / Nocturnal emission	1	1	Kinnim	Kinnim 25b
keri / seminal emission	1	1	Niddah	Niddah 34
Keriah (Recitation)	1	1	Berakhot	Berakhot 13
Keriah (rending garment)	1	1	Moed Katan	Moed Katan 22
Keriah (Rending Garments) Analogy	1	1	Nedarim	Nedarim 86
Keriah (rending of garments)	1	1	Moed Katan	Moed Katan 27
keriah (rending of garments)	1	1	Nedarim	Nedarim 86b
Keriah (tearing garment for dead)	1	1	Horayot	Horayot 13
Keriah (Tearing Garment)	1	1	Moed Katan	Moed Katan 25
Keriah (Tearing Garments)	1	1	Sanhedrin	Sanhedrin 59b
Keriah - rending of garments	1	1	Moed Katan	Moed Katan 21
Keriat HaTorah	1	1	Sotah	Sotah 41
Keriat Shema (Recitation of Shema)	1	1	Chagigah	Chagigah 9
Kerichot vs. Tzvatim (bundles vs. piles)	1	1	Menachot	Menachot 71
Kerisus (Complete Severance)	1	1	Gittin	Gittin 84
Kerisuta (Complete Severance)	1	1	Bava Batra	Bava Batra 150
Keritah (Rending of Garments)	1	1	Moed Katan	Moed Katan 24
Keriyat (Tearing/Flaying)	1	1	Zevachim	Zevachim 120
Kermi Yavneh (Vineyard of Yavneh)	1	1	Berakhot	Berakhot 63b
Kerovot (relatives/kinship prohibitions)	1	1	Kiddushin	Kiddushin 65
